,Application/Permit Number,Address,Description,Category,Action Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Latitude,Longitude,Location
47299,6327387,802 SENECA ST,"Phased project: Construct a residential and retail (highrise) building with below grade parking and occupy, per plan.",MULTIFAMILY,NEW,68696961.0,2012-11-13,2013-05-30,2015-03-24,2016-05-30,Permit Closed,47.60967965,-122.3297856,"802 SENECA ST
(47.60967965, -122.32978561)"
47697,6343550,714 E PIKE ST,"Install shoring and excavate approximately 55,000 cubic yards, per plan.",COMMERCIAL,NEW,1200000.0,2013-01-23,2014-01-21,2015-04-27,2015-07-21,Permit Closed,47.61445083,-122.32272830000001,"714 E PIKE ST
(47.61445083, -122.32272831)"
47727,6499094,6930 31ST AVE SW,"Construct new 5-unit townhouse structure (Building 5), per plan. (Construct eight new townhouse structures/Review and processing for 8 AP's under #6484730)",MULTIFAMILY,NEW,1114986.0,2015-10-14,2016-11-15,2017-09-19,2018-05-15,Permit Closed,47.54006786,-122.37151100000001,"6930 31ST AVE SW
(47.54006786, -122.37151098)"
47836,6411902,5500 PHINNEY AVE N,"Construct Conservation Action Center Building (3) new viewing shelters, and improvements/expansion of existing exhibits (bear, tiger feline house) for Woodland Park Zoo, per plan.",COMMERCIAL,NEW,2500000.0,2014-05-29,2014-07-24,2015-05-26,2016-01-24,Permit Closed,47.66853804,-122.3537027,"5500 PHINNEY AVE N
(47.66853804, -122.3537027)"
47891,6366839,2101 7TH AVE,"Construction of an administrative office tower with ground floor retail and below grade parking, and occupy per plans.",COMMERCIAL,NEW,248165302.0,2014-01-29,2014-07-23,2018-03-30,2019-01-23,Permit Closed,47.61586972,-122.3393811,"2101 7TH AVE
(47.61586972, -122.33938109)"
48016,6315298,3829 CALIFORNIA AVE SW,"Establish use as multi-family residential, construct apartment building with enclosed parking, and occupy, per plan.",MULTIFAMILY,NEW,2304345.0,2013-05-30,2014-07-17,2018-02-14,2019-01-17,Cert of Occupancy Authorized,47.56931261,-122.38711709999998,"3829 CALIFORNIA AVE SW
(47.56931261, -122.38711714)"
48093,6301684,315 1ST AVE N,"Phased project: Construction of a residential and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,29129630.0,2013-04-01,2013-09-05,2015-10-16,2015-03-05,Permit Closed,47.62158027,-122.3556997,"315 1ST AVE N
(47.62158027, -122.35569974)"
48126,6484693,450 ALASKAN WAY S,"Shoring and excavation for future construction of an office and retail building with below grade parking, per plan.(Review and processing for 2 AP's under 6484693). POD CHANGE FROM PS TO PSD. KSD 8-1-16",COMMERCIAL,NEW,2500000.0,2015-09-15,2016-03-17,2017-08-02,2017-09-17,Permit Closed,47.59867342,-122.3352065,"450 ALASKAN WAY S
(47.59867342, -122.33520646)"
48400,6347504,1200 E PIKE ST,"Construction of a residential and retail building with below grade parking, and occupy per plans.",MULTIFAMILY,NEW,9371230.0,2013-09-09,2014-01-03,2017-12-15,2018-07-03,Permit Closed,47.61430491,-122.3164393,"1200 E PIKE ST
(47.61430491, -122.31643927)"
48550,6514644,6630 CARLETON AVE S,"Construct new rowhouse structure with on-grade parking, per plan.",MULTIFAMILY,NEW,1528596.0,2016-02-22,2016-09-14,2018-03-21,2018-03-14,Permit Closed,47.543365,-122.3212207,"6630 CARLETON AVE S
(47.543365, -122.32122065)"
48552,6378522,515 HARVARD AVE E,"Establish use as apartments and retail and Construct new mixed use building with below-grade parking, occupy per plan.",MULTIFAMILY,NEW,10250311.0,2013-09-25,2014-05-24,2015-11-19,2015-11-24,Permit Closed,47.62366408,-122.32230700000001,"515 HARVARD AVE E
(47.62366408, -122.32230696)"
48890,6470571,7425 4TH AVE NE,"Establish use as and construct a townhouse building, per plans",MULTIFAMILY,NEW,1291200.0,2015-11-14,2016-07-22,2017-11-15,2018-01-22,Permit Closed,47.68240595,-122.32531409999999,"7425 4TH AVE NE
(47.68240595, -122.32531412)"
48971,6352324,430 8TH AVE N,"Construction of a residential and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,40573434.0,2014-02-06,2014-09-17,2016-09-20,2017-09-17,Permit Closed,47.62304677,-122.34079840000001,"430 8TH AVE N
(47.62304677, -122.34079835)"
49008,6404208,4790 32ND AVE S,"Phased project: Construct a residential apartment building (Building 5), and occupy per plan. (Multi-tagged with projects 6360806, 6404205, 6404206, 6404207, & 6404209. Document tracking under 6404243.)",MULTIFAMILY,NEW,3668396.0,2014-04-01,2014-10-16,2016-04-15,2016-04-16,Permit Closed,47.55937436,-122.2910721,"4790 32ND AVE S
(47.55937436, -122.29107214)"
49300,6345785,400 FAIRVIEW AVE N,"Shoring and excavation for construction of an office and retail building with below grade parking, per plan",COMMERCIAL,NEW,5100000.0,2013-01-17,2013-10-02,2015-05-13,2015-04-02,Permit Closed,47.62251637,-122.3339166,"400 FAIRVIEW AVE N
(47.62251637, -122.33391663)"
49382,6359455,2018 NW 57TH ST,"Construct new multifamily condominium building with attached parking and occupy, per plan.",MULTIFAMILY,NEW,2020841.0,2013-12-12,2014-08-23,2016-08-11,2017-08-23,Permit Closed,47.67035987,-122.38313079999999,"2018 NW 57TH ST
(47.67035987, -122.38313076)"
49438,6360806,4760 32ND AVE S,"Construct a residential apartment building with below grade parking (building 1), and occupy per plan.",MULTIFAMILY,NEW,7541149.0,2014-04-01,2014-10-16,2016-04-15,2016-04-16,Permit Closed,47.55988171,-122.2898098,"4760 32ND AVE S
(47.55988171, -122.28980981)"
49481,6294017,2110 W DRAVUS ST,"Establish use as apartment and live/work and construct new mixed use building, occupy per plan.",COMMERCIAL,NEW,1005000.0,2013-04-19,2014-03-07,2015-06-19,2015-09-07,Permit Closed,47.64866803,-122.38391580000001,"2110 W DRAVUS ST
(47.64866803, -122.38391577)"
49542,6349308,2031 7TH AVE,"Construction of a meeting center and occupy, per plan.  See also 6339340.",COMMERCIAL,NEW,15222000.0,2013-09-26,2014-04-21,2016-02-24,2017-04-21,Permit Closed,47.61544748,-122.3385324,"2031 7TH AVE
(47.61544748, -122.33853236)"
49569,6367854,1901 WESTERN AVE,"Construct a mixed-use building with below grade parking, and occupy per plan.",COMMERCIAL,NEW,18927932.0,2014-05-30,2015-06-23,2017-05-01,2017-06-23,Permit Closed,47.60946442,-122.34287169999999,"1901 WESTERN AVE
(47.60946442, -122.34287174)"
50083,6339619,3939 LAKE WASHINGTON BLVD S,"Establish use as and construct an underground combined sewage storage tank and facility vault associated with the Genesee Combined Sewer Overflow (CSO) Reduction Project, occupy per plan.",COMMERCIAL,NEW,6973850.0,2013-02-14,2013-06-28,2015-04-30,2016-06-28,Permit Closed,47.56797295,-122.27276440000001,"3939 LAKE WASHINGTON BLVD S
(47.56797295, -122.27276436)"
50834,6383128,414 NE RAVENNA BLVD,"Change of use from parking to apartments, general retail and parkin. Construct mixed use building with below grade parking garage, and occupy per plan.",MULTIFAMILY,NEW,4626806.0,2014-03-20,2015-03-12,2017-03-23,2018-03-12,Permit Closed,47.67864785,-122.32398859999999,"414 NE RAVENNA BLVD
(47.67864785, -122.32398857)"
51115,6285721,1430 2ND AVE,"Phased Project:  Construction of a mixed use residential tower with below grade parking and occupy, per plan.",COMMERCIAL,NEW,103861514.0,2015-04-23,2016-02-08,2018-04-05,2019-02-08,Cert of Occupancy Authorized,47.60911773,-122.33832040000001,"1430 2ND AVE
(47.60911773, -122.33832038)"
51576,6454720,3627 STONE WAY N,"Shoring and excavation for future construction of a residential and retail building with below grade parking, per plan (remaining development under 6456371).",COMMERCIAL,NEW,1300000.0,2015-02-12,2015-07-16,2017-03-22,2018-07-16,Permit Closed,47.65141461,-122.34319690000001,"3627 STONE WAY N
(47.65141461, -122.34319685)"
51608,6330884,525 NE NORTHGATE WAY,"Phased permit: Construction of a mixed-use building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,34318592.0,2012-09-10,2013-05-03,2014-12-18,2014-11-03,Permit Closed,47.70833372,-122.3220476,"525 NE NORTHGATE WAY
(47.70833372, -122.32204755)"
51614,6388507,1321 N 45TH ST,Establish use as apartments and retail sales and service and Construct new mixed use building with below-grade parking/Occupy per plan (Shoring and Excavation under 6389877).,COMMERCIAL,NEW,16846451.0,2013-12-12,2014-08-01,2015-12-29,2016-02-01,Permit Closed,47.66111774,-122.34107709999999,"1321 N 45TH ST
(47.66111774, -122.34107708)"
51882,6325991,2013 3RD AVE,"Construct a mixed use commercial and residential building and occupy, per plan.",MULTIFAMILY,NEW,5188056.0,2013-06-13,2014-09-06,2016-02-25,2016-03-06,Permit Closed,47.61251813,-122.3416764,"2013 3RD AVE
(47.61251813, -122.34167639)"
51937,6440370,4737 ROOSEVELT WAY NE,"Construct new mixed use building with enclosed parking, occupy per plan.",MULTIFAMILY,NEW,5012056.0,2015-01-20,2015-07-31,2016-09-28,2017-01-31,Permit Closed,47.6642102,-122.31777609999999,"4737 ROOSEVELT WAY NE
(47.6642102, -122.31777614)"
52048,6339323,2521 WESTERN AVE,"Phased project: Construction of a multifamily structure with below grade parking,and occupy per plans.",MULTIFAMILY,NEW,24168730.0,2013-08-21,2014-04-02,2015-06-26,2015-10-02,Permit Closed,47.61428571,-122.3505719,"2521 WESTERN AVE
(47.61428571, -122.35057188)"
52063,6310214,621 12TH AVE E,"Establish use as apartment building and construct new boarding house, and occupy per plans.",MULTIFAMILY,NEW,1038263.0,2012-06-06,2013-04-26,2015-09-02,2016-04-26,Permit Closed,47.62491053,-122.31703629999998,"621 12TH AVE E
(47.62491053, -122.31703633)"
52106,6401357,501 E PIKE ST,"Shoring and Excavation for construction of mixed use building and bracing of north and west walls of existing commercial building, per plan. Review & processing for 2 AP's under AP 6401357.",COMMERCIAL,NEW,1034000.0,2014-02-03,2014-07-24,2016-04-21,2016-01-24,Permit Closed,47.61387582,-122.3252557,"501 E PIKE ST
(47.61387582, -122.32525567)"
52116,6358055,4735 21ST AVE NE,Establish use as and construct new congregate residence structure and occupy per plans.,MULTIFAMILY,NEW,1029394.0,2013-05-15,2013-12-23,2014-07-23,2015-06-23,Permit Closed,47.66419083,-122.30580520000001,"4735 21ST AVE NE
(47.66419083, -122.3058052)"
52143,6458687,105 WARREN AVE N,"Construction and Occupancy of residential and retail building with 76 residential units, one retail space, 6 live work spaces and below grade parking, per plan.",COMMERCIAL,NEW,11355604.0,2015-03-24,2015-12-02,2017-03-08,2017-06-02,Permit Closed,47.61894243,-122.3544838,"105 WARREN AVE N
(47.61894243, -122.35448384)"
52224,6360556,5900 AIRPORT WAY S,"Change of use from food processing to offices (brew house), establish use as food processing and general retail sales and service (in addition), construct surface parking and additions to existing commercial building, and occupy per plan.",INDUSTRIAL,NEW,5865970.0,2013-05-07,2013-09-16,2014-06-12,2015-03-16,Permit Closed,47.54957629,-122.31659540000001,"5900 AIRPORT WAY S
(47.54957629, -122.31659536)"
52277,6306118,1515 NW LEARY WAY,"Construct a four-story mini-warehouse building with below grade parking and occupy, per plans.",INDUSTRIAL,NEW,9370382.0,2013-01-11,2013-08-12,2015-04-03,2016-08-12,Permit Closed,47.66341745,-122.3770695,"1515 NW LEARY WAY
(47.66341745, -122.37706945)"
52552,6300774,1105 E FIR ST,"Construct multifamily building and occupy per plan. Establish use as multifamily residence and construct one 94-unit apartments, three 3-unit townhouses with below grade parking (review & process for 4 AP's under #6300774).",COMMERCIAL,NEW,12818877.0,2012-08-16,2013-07-25,2015-07-21,2016-07-25,Permit Closed,47.60246647,-122.3177232,"1105 E FIR ST
(47.60246647, -122.31772324)"
52569,6464023,2601 22ND AVE W,"Establish use as and construct new townhouse with surface parking, per plan.",MULTIFAMILY,NEW,1052947.0,2015-07-20,2016-02-09,2017-07-19,2017-08-09,Permit Finaled,47.64307372,-122.38507340000001,"2601 22ND AVE W
(47.64307372, -122.38507342)"
52719,6392841,1207 WESTLAKE AVE N,"Construct a new residential and retail building with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,49162027.0,2014-11-20,2015-08-28,2017-09-28,2018-08-28,Permit Closed,47.63002641,-122.34142340000001,"1207 WESTLAKE AVE N
(47.63002641, -122.34142344)"
53055,6376708,6500 SUNNYSIDE AVE N,Construct new lunchroom building for Green Lake Elementary School and occupy per plan (Construct new building and construct foundation only for future portable classroom/review and processing for 2 A/P's under #6376708).,INSTITUTIONAL,NEW,1800000.0,2013-11-20,2014-06-24,2015-07-16,2015-12-24,Permit Closed,47.67630741,-122.3285125,"6500 SUNNYSIDE AVE N
(47.67630741, -122.32851249)"
53546,6324483,123 18TH AVE E,"Construct a 4-story apartment building with (64) units, (36) underground parking spaces, (48) secure bicycle storage spaces, rooftop deck and internal courtyard.",MULTIFAMILY,NEW,6666689.0,2014-12-11,2015-09-18,2017-03-02,2017-03-18,Permit Closed,47.61921428,-122.309164,"123 18TH AVE E
(47.61921428, -122.30916399)"
53657,6494716,1410 NE 85TH ST,"Construct a new assisted living facility with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,8055799.0,2016-03-28,2016-08-04,2018-04-09,2019-08-04,Permit Closed,47.69060763,-122.31323429999999,"1410 NE 85TH ST
(47.69060763, -122.3132343)"
53778,6353329,1099 STEWART ST,"Phased project: Construction of an office and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,67459821.0,2013-05-10,2013-09-19,2015-06-01,2016-09-19,Permit Finaled,47.61673411,-122.3326804,"1099 STEWART ST
(47.61673411, -122.33268035)"
53967,6394052,1608 2ND AVE,"Construct new below grade parking garage with access through adjacent parking garage, and occupy per plan (Shoring and excavation under DPD No. 6378510).",COMMERCIAL,NEW,5677716.0,2014-05-01,2015-03-13,2017-05-19,2018-03-13,Permit Closed,47.61094594,-122.33992620000001,"1608 2ND AVE
(47.61094594, -122.33992623)"
54039,6143649,320 E PINE ST,"Phase II of II Contruction a 6-story, 130 unit residential building with ground floor retail & 4 live-work units. Parking for 113 vehicles will be located below grade, occupy per plans.",COMMERCIAL,NEW,7011058.0,2008-05-20,2014-05-14,2015-12-17,2015-11-14,Permit Closed,47.61539704,-122.32709640000002,"320 E PINE ST
(47.61539704, -122.32709642)"
54207,6343508,521 2ND AVE W,"Construct multi-family/live-work building and occupy, per plans.",MULTIFAMILY,NEW,2517789.0,2013-03-01,2013-12-09,2015-04-24,2015-06-09,Permit Closed,47.62397513,-122.3597358,"521 2ND AVE W
(47.62397513, -122.35973583)"
54664,6361289,1510 NW 52ND ST,"Establish use as congregate residence, construct boarding house and occupy, per plan.",MULTIFAMILY,NEW,1628101.0,2013-08-19,2014-06-04,2015-11-19,2015-12-04,Permit Closed,47.66661712,-122.3768379,"1510 NW 52ND ST
(47.66661712, -122.37683785)"
54847,6440054,3102 NW 85TH ST,"Establish use as rowhouse and construct new 6-unit townhouse structure, per plan.",MULTIFAMILY,NEW,1379885.0,2015-01-06,2015-07-18,2016-09-12,2017-01-18,Permit Finaled,47.69077477,-122.3973139,"3102 NW 85TH ST
(47.69077477, -122.39731387)"
54887,6485287,1518 W DRAVUS ST,"Construct new multi-family structure with underground parking and occupy, per plan.",MULTIFAMILY,NEW,4187981.0,2015-10-15,2016-06-17,2018-04-12,2019-06-17,Cert of Occupancy Authorized,47.64865049,-122.3769678,"1518 W DRAVUS ST
(47.64865049, -122.37696782)"
54939,6365659,4755 FAUNTLEROY WAY SW,"Shoring and excavation for future construction of two new residential and retail buildings with below grade parking, per plan.",MULTIFAMILY,NEW,6702400.0,2013-09-19,2014-10-15,2017-08-01,2016-04-15,Permit Closed,47.55960801,-122.38199159999999,"4755 FAUNTLEROY WAY SW
(47.55960801, -122.38199163)"
55091,6282663,1814 12TH AVE S,Establish use for and construct multi-unit apartment building with underground attached parking garage and site shoring per MUP 3011576 and occupy per plans.,MULTIFAMILY,NEW,2268116.0,2012-09-10,2013-08-02,2015-09-21,2016-08-02,Permit Closed,47.58655291,-122.3169822,"1814 12TH AVE S
(47.58655291, -122.31698219)"
55299,6411858,1815 BELLEVUE AVE,"Establish use and construct boarding house, per plans.",MULTIFAMILY,NEW,2424996.0,2014-07-17,2015-04-02,2016-09-14,2016-10-02,Permit Closed,47.61820544,-122.3270673,"1815 BELLEVUE AVE
(47.61820544, -122.32706729)"
55418,6287803,1601 9TH AVE,Establish use as residential apartments and retail and construct mixed use building and occupy per plan.,COMMERCIAL,NEW,8541334.0,2013-02-26,2013-08-05,2015-02-13,2016-08-05,Permit Closed,47.61357841,-122.33250120000001,"1601 9TH AVE
(47.61357841, -122.3325012)"
55545,6355637,1523 E MADISON ST,Construct a mixed use commercial and residential structure and occupy per plan.,COMMERCIAL,NEW,2592794.0,2014-06-17,2014-12-18,2017-05-19,2016-06-18,Permit Closed,47.61469501,-122.31172930000001,"1523 E MADISON ST
(47.61469501, -122.31172934)"
55672,6343551,714 E PIKE ST,"Phased project:  Construction of south tower for residential and retail building and occupy, per plan (Construct two residential and retail towers over common below grade parking garage and occupy, per plan - see also 6343532)",COMMERCIAL,NEW,13465865.0,2013-02-19,2014-03-18,2016-01-29,2017-03-18,Permit Closed,47.61445083,-122.32272830000001,"714 E PIKE ST
(47.61445083, -122.32272831)"
55797,6339555,1219 E MARION ST,"Establish use as congregate residence and construct boarding house and occupy, per plan.",MULTIFAMILY,NEW,1508254.0,2013-11-12,2014-05-22,2015-10-06,2015-11-22,Permit Closed,47.61022379999999,-122.3158481,"1219 E MARION ST
(47.6102238, -122.31584809)"
55826,6354888,601 WESTLAKE AVE N,"Phased project:  Construction of a laboratory and retail building with below grade parking, and occupy per plan.",COMMERCIAL,NEW,58032408.0,2013-09-04,2014-01-09,2015-10-29,2017-01-09,Permit Closed,47.62498078,-122.33884520000001,"601 WESTLAKE AVE N
(47.62498078, -122.33884523)"
55951,6391814,605 15TH AVE E,"Construct residential and retail building with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,4030800.0,2013-12-10,2014-07-20,2015-12-21,2016-01-20,Permit Closed,47.62441721,-122.31301640000001,"605 15TH AVE E
(47.62441721, -122.31301643)"
55964,6470574,3455 THORNDYKE AVE W,"Establish use as general manufacturing and construct new industrial building with surface parking, occupy per plan.",INDUSTRIAL,NEW,2685166.0,2015-07-02,2016-01-25,2017-03-31,2017-07-25,Permit Closed,47.65189105,-122.3783788,"3455 THORNDYKE AVE W
(47.65189105, -122.37837877)"
56030,6436709,1319 DEXTER AVE N,"Construction of a residential and retail building with below grade parking and occupy, per plan.",MULTIFAMILY,NEW,47867204.0,2015-05-22,2016-01-22,2018-04-10,2019-01-22,Permit Closed,47.63115019,-122.34276070000001,"1319 DEXTER AVE N
(47.63115019, -122.34276073)"
56133,6342116,9051 20TH AVE SW,"Construct mixed use multi-family residential, (3) live/work, office and retail building with basement parking garage and occupy, per plans.",MULTIFAMILY,NEW,5128279.0,2013-01-11,2015-07-08,2017-06-21,2018-07-08,Permit Closed,47.52136692,-122.35947140000002,"9051 20TH AVE SW
(47.52136692, -122.35947138)"
56567,6355397,1519 E SPRING ST,"Establish use as rowhouses and construct boarding house structure with surface parking, per plan",MULTIFAMILY,NEW,1403870.0,2013-04-30,2014-05-14,2016-11-14,2017-05-14,Permit Closed,47.61136255,-122.3118465,"1519 E SPRING ST
(47.61136255, -122.31184646)"
56568,6455927,5260 UNIVERSITY WAY NE,"Establish use as multifamily structure and retail and construct mixed occupancy building, per plan.",COMMERCIAL,NEW,4500000.0,2015-03-25,2015-12-16,2017-10-26,2018-12-16,Permit Closed,47.66818029,-122.312793,"5260 UNIVERSITY WAY NE
(47.66818029, -122.31279297)"
56630,6386515,2651 NW 56TH ST,"Establish use as apartments and constuct boarding house, per plans.",MULTIFAMILY,NEW,1780902.0,2013-12-23,2014-11-14,2016-09-29,2017-11-14,Cert of Occupancy Authorized,47.66929187,-122.39236709999999,"2651 NW 56TH ST
(47.66929187, -122.39236706)"
56909,6456899,2605 22ND AVE W,"Establish use as and construct new townhouses with surface parking, per plan.",MULTIFAMILY,NEW,1052947.0,2015-07-20,2016-02-05,2017-07-05,2017-08-05,Permit Closed,47.64322982,-122.38508829999999,"2605 22ND AVE W
(47.64322982, -122.38508834)"
57058,6461699,1200 S DEARBORN ST,"Excavation and shoring for future public storage facility, per plans.",COMMERCIAL,NEW,2400000.0,2015-04-10,2015-08-24,2016-12-16,2017-02-24,Permit Closed,47.59600159,-122.3162261,"1200 S DEARBORN ST
(47.59600159, -122.31622613)"
57112,6402731,321 W OLYMPIC PL,Establish use as and construct 6-unit townhouse with common covered parking and occupy per plan.,MULTIFAMILY,NEW,1250000.0,2014-10-20,2015-06-03,2016-09-20,2016-12-03,Permit Closed,47.62653955,-122.3616591,"321 W OLYMPIC PL
(47.62653955, -122.36165907)"
57258,6456371,3627 STONE WAY N,"Construct new residential and retail building with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,16462096.0,2015-03-11,2015-10-14,2017-04-24,2017-04-14,Permit Closed,47.65141461,-122.34319690000001,"3627 STONE WAY N
(47.65141461, -122.34319685)"
57338,6321320,528 PONTIUS AVE N,"Establish use as multifamily structure, construct apartment building with below grade parking garage and occupy per plan (shoring and excavation under 6351658)",MULTIFAMILY,NEW,17786513.0,2013-04-08,2013-12-21,2015-07-29,2016-12-21,Permit Closed,47.62383597,-122.3314398,"528 PONTIUS AVE N
(47.62383597, -122.33143982)"
57477,6379773,2320 E MADISON ST,"Establish use as congregate residence and construct boarding house and occupy, per plans.",MULTIFAMILY,NEW,1014161.0,2013-12-28,2015-05-22,2017-05-01,2018-05-22,Permit Closed,47.61989847,-122.30187759999998,"2320 E MADISON ST
(47.61989847, -122.3018776)"
57500,6405423,1404 BOYLSTON AVE,"Construct multifamily building, occupy per plan.",MULTIFAMILY,NEW,6790802.0,2015-11-02,2016-06-11,2018-01-09,2017-12-11,Cert of Occupancy Authorized,47.61334989,-122.32312809999999,"1404 BOYLSTON AVE
(47.61334989, -122.32312813)"
57511,6404485,3268 SW AVALON WAY,"Establish use as apartments and construct boarding house structure, occupy per plan.",MULTIFAMILY,NEW,1895344.0,2014-03-25,2014-10-10,2016-12-12,2017-10-10,Permit Closed,47.56435223,-122.37539620000001,"3268 SW AVALON WAY
(47.56435223, -122.37539615)"
57715,6306072,4801 RAINIER AVE S,"Establish use as multifamily residential and retail and construct new mixed-use building, occupy per plan.",COMMERCIAL,NEW,32794976.0,2013-01-29,2013-11-13,2015-09-29,2016-11-13,Permit Closed,47.55926496,-122.28655390000002,"4801 RAINIER AVE S
(47.55926496, -122.28655389)"
58066,6374770,3300 NE 65TH ST,"Establish use as multifamily residential, (8) live/work and general retail. Construct mixed use apartment, live/work and retail building with basement garage and occupy, per plan.",MULTIFAMILY,NEW,9859368.0,2014-10-28,2015-08-12,2018-04-18,2018-08-12,Permit Closed,47.67603984,-122.2922304,"3300 NE 65TH ST
(47.67603984, -122.29223035)"
58334,6449879,1715 12TH AVE,"Construct new mixed use building, occupy per plan.",MULTIFAMILY,NEW,2164306.0,2015-12-08,2016-08-12,2018-04-18,2019-08-12,Permit Closed,47.61691256,-122.3171779,"1715 12TH AVE
(47.61691256, -122.31717793)"
58450,6435826,5221 RAVENNA AVE NE,"Construct new multifamily structure, occupy per plan.",MULTIFAMILY,NEW,1286667.0,2015-09-30,2016-10-18,2018-04-20,2018-04-18,Permit Closed,47.66706187,-122.3036972,"5221 RAVENNA AVE NE
(47.66706187, -122.30369721)"
58872,6322502,2217 3RD AVE,"Establish use as apartments and retail, and construct new mixed used building; occupy per plan.",COMMERCIAL,NEW,2465714.0,2012-12-19,2013-05-03,2014-06-16,2014-11-03,Permit Closed,47.6140908,-122.34429850000001,"2217 3RD AVE
(47.6140908, -122.34429853)"
