,b_id,b_latitude,b_longitude,col_before,col_during,col_after
6268,6467329,47.72369199,-122.3067701,61,43,19
6270,6496108,47.66980327,-122.2981836,16,98,97
6280,6414921,47.69538443,-122.3737479,70,84,49
6284,6320650,47.56553178,-122.2950911,26,29,72
6324,6443260,47.57540094,-122.4136624,28,78,54
6338,6442379,47.5181436,-122.3638504,50,33,45
6354,6355300,47.58158808,-122.4024618,73,18,18
6365,6345044,47.64467797,-122.3249037,23,24,12
6366,6553265,47.57141381,-122.3742147,93,79,72
6369,6460397,47.67509098,-122.3867577,36,29,61
6379,6504712,47.69291076,-122.2872264,27,69,18
6396,6361173,47.64827306,-122.3357527,72,97,88
6399,6590451,47.54508789,-122.2668889,74,10,85
6421,6608289,47.67383383,-122.2894258,10,96,43
6430,6415485,47.71788893,-122.3367851,28,74,77
6431,6490949,47.58257891,-122.3859271,60,97,30
6438,6556800,47.63541527,-122.3713608,90,85,42
6444,6499097,47.54078431,-122.371498,1,32,49
6470,6300488,47.61695002,-122.2928693,20,6,75
6475,6334135,47.56989009,-122.2972431,46,19,39
6481,6449250,47.691624,-122.3333039,27,89,43
6498,6306279,47.62221174,-122.3355992,59,57,2
6506,6524418,47.58508449,-122.389459,83,8,71
6511,6486996,47.5893214,-122.295549,70,85,70
6530,6415053,47.67724011,-122.291275,17,59,10
6532,6391253,47.69805945,-122.3410546,88,55,17
6540,6484290,47.57923547,-122.3938967,59,98,19
6544,6550951,47.61812085,-122.2959351,3,15,34
6584,6532497,47.58574733,-122.3013286,38,15,6
6599,6458076,47.62236237,-122.3004249,26,24,3
6605,6420805,47.56280064,-122.3911244,44,33,38
6611,6427650,47.62489222,-122.3306346,84,22,41
6622,6366941,47.65492058,-122.3483813,70,28,58
6642,6396997,47.55568593,-122.2809981,90,67,48
6692,6483620,47.66919994,-122.372636,29,57,86
6694,6510595,47.59494151,-122.3860356,51,29,11
6698,6388956,47.54923795,-122.3869185,79,34,58
6707,6388755,47.67504522,-122.3926349,73,27,97
6723,6404633,47.67996091,-122.3622139,1,25,61
6731,6456837,47.65820563,-122.3497149,53,93,28
6760,6410714,47.56928622,-122.2825384,19,15,1
6763,6418862,47.66895441,-122.392453,87,83,85
6767,6347680,47.54019907,-122.3868258,81,80,1
6769,6465092,47.65170368,-122.3663932,76,11,85
6772,6547085,47.65385594,-122.3488579,39,63,78
6804,6530701,47.57009072,-122.3747472,78,77,53
6810,6424750,47.67940268,-122.3664224,98,30,22
6814,6525026,47.63857788,-122.4001282,77,31,81
6822,6308980,47.62251637,-122.3339166,94,22,85
6847,6495887,47.63911237,-122.324232,67,35,22
6864,6353244,47.60257288,-122.3120382,94,45,22
6870,6555240,47.55476317,-122.3646089,34,58,65
6885,6411375,47.55665699,-122.3604149,23,18,52
6915,6375273,47.5827045,-122.3931478,21,41,35
6919,6419588,47.69390611,-122.3252452,17,97,15
6925,6317499,47.54872105,-122.2933954,40,82,32
6928,6386722,47.60339021,-122.3055402,38,13,92
6930,6527793,47.61832606,-122.3338151,83,99,90
6950,6603279,47.65629705,-122.3429757,90,89,51
6969,6585557,47.66073509,-122.3516679,8,44,99
6974,6544117,47.68090278,-122.345246,56,87,15
6976,6589149,47.64190921,-122.4132371,51,35,50
6983,6456497,47.55906465,-122.2679195,97,12,60
7003,6332978,47.5594479,-122.3619794,66,1,11
7010,6555758,47.5505945,-122.3215263,76,41,20
7017,6374865,47.6708837,-122.3333006,48,50,22
7024,6408631,47.58107976,-122.3889685,32,83,68
7036,6367585,47.66862273,-122.4116363,94,10,49
7038,6628681,47.58471909,-122.3131988,47,56,46
7055,6499299,47.56177471,-122.2806788,5,58,58
7059,6382783,47.66203852,-122.287939,29,43,26
7070,6375658,47.69566251,-122.3265396,72,34,16
7084,6428901,47.56974742,-122.3862476,12,50,97
7092,6387895,47.56564373,-122.4031745,17,56,83
7099,6542398,47.62066064,-122.3105757,98,92,94
7102,6372962,47.62069226,-122.3413943,37,81,94
7115,6473783,47.53478101,-122.3678086,79,59,1
7118,6406960,47.57736213,-122.3971814,72,56,65
7119,6381213,47.56350678,-122.2916441,16,2,75
7130,6534134,47.6599031,-122.3968674,24,39,41
7145,6573818,47.67101915,-122.2831998,41,12,63
7156,6493468,47.6182115,-122.3137693,97,91,34
7166,6398428,47.71699611,-122.28201,63,38,58
7188,6500750,47.53869111,-122.2698745,88,49,72
7205,6375452,47.6718513,-122.381551,58,13,57
7225,6609639,47.67031347,-122.2998669,90,30,86
7235,6412539,47.69033429,-122.3900824,20,53,63
7241,6443297,47.65209497,-122.2771958,86,2,57
7247,6621060,47.56571633,-122.3638994,90,44,51
7251,6387695,47.55020882,-122.323086,6,41,75
7295,6565203,47.55813152,-122.3189135,16,73,10
7301,6377000,47.5203348,-122.392904,66,7,98
7312,6379393,47.65092436,-122.3841854,18,46,75
7333,6355122,47.54869383,-122.2721344,45,29,71
7366,6345434,47.691826,-122.3492816,2,76,40
7399,6385773,47.65113101,-122.341569,60,51,45
7401,6384219,47.66067314,-122.3974471,16,64,28
7404,6530274,47.56601325,-122.366185,6,84,24
7430,6397216,47.6264881,-122.2971484,40,13,19
7441,6276147,47.55584591,-122.2932428,64,20,58
7452,6420491,47.52475606,-122.2807105,16,12,95
7453,6529717,47.55726248,-122.2828264,89,42,20
7492,6419583,47.66645579,-122.2781472,65,90,96
7508,6580313,47.63897095,-122.3613021,61,84,17
7513,6400940,47.57517064,-122.3865641,84,54,39
7516,6402412,47.67864785,-122.3239886,32,2,54
7520,6414429,47.51266648,-122.2590551,62,44,87
7522,6361838,47.6784629,-122.3916577,78,2,40
7566,6395312,47.68013505,-122.3055832,87,98,46
7577,6552035,47.67341648,-122.3561479,61,26,23
7589,6559629,47.67448223,-122.3556626,70,89,12
7606,6520730,47.58961338,-122.3118773,33,9,90
7612,6346833,47.64378843,-122.3256349,8,30,27
7613,6559219,47.54263226,-122.266818,67,42,86
7625,6433308,47.53297509,-122.2644561,36,46,68
7644,6397513,47.62041964,-122.3556775,81,23,4
7664,6518460,47.5132042,-122.387585,24,94,93
7679,6432890,47.58194198,-122.4023758,48,26,30
7691,6344584,47.5645798,-122.2934065,68,23,20
7696,6446305,47.62282817,-122.2996549,39,40,39
7702,6415654,47.63596506,-122.3262126,3,59,73
7736,6329328,47.67467745,-122.4032746,13,30,93
7739,6574168,47.65034062,-122.3365635,63,42,79
7765,6434775,47.5686956,-122.3169694,75,72,27
7777,6335178,47.61911369,-122.317189,77,92,56
7778,6346322,47.72886267,-122.3360179,23,85,78
7796,6453108,47.69615595,-122.3205597,56,34,32
7812,6508469,47.63572195,-122.3709487,38,28,58
7822,6393661,47.67487217,-122.385541,36,57,4
7842,6470160,47.71094236,-122.3076182,99,53,1
7865,6440642,47.57505187,-122.3870318,62,92,31
7874,6472518,47.65237112,-122.3515746,97,10,90
7878,6550343,47.5672573,-122.2965975,41,51,20
7921,6416680,47.64791555,-122.4074719,63,27,45
7945,6431877,47.64808392,-122.4066352,7,87,60
7959,6491441,47.63938439,-122.345036,37,76,32
7974,6605280,47.7328629,-122.354533,41,63,29
8005,6454964,47.62103801,-122.3368241,76,91,16
8007,6499095,47.5403146,-122.3715178,67,31,70
8011,6458228,47.62177959,-122.3429326,86,47,91
8044,6454733,47.54592875,-122.2981619,2,13,99
8053,6409139,47.67141024,-122.2965634,74,71,53
8076,6529866,47.60064618,-122.305949,22,2,47
8082,6346899,47.60309431,-122.3069451,70,61,76
8084,6404067,47.65003515,-122.3831036,51,48,2
8130,6162727,47.56122456,-122.381916,91,4,25
8133,6472745,47.70619241,-122.3258761,41,29,97
8136,6558248,47.64757929,-122.3612212,3,80,17
8142,6510061,47.65964654,-122.3254426,77,20,60
8159,6536821,47.55029334,-122.3217354,34,91,77
8170,6406689,47.59298589,-122.3834815,71,31,19
8173,6444694,47.65001049,-122.3360376,9,64,21
8178,6378669,47.73031728,-122.3346899,97,7,8
8198,6426081,47.65908079,-122.348261,71,89,91
8241,6358191,47.52486867,-122.3715952,73,5,84
8255,6448548,47.56990401,-122.2831672,6,4,58
8261,6389911,47.54411138,-122.392304,24,8,20
8267,6338026,47.57006757,-122.2972481,87,87,91
8270,6355527,47.55958988,-122.3617757,51,96,94
8289,6316913,47.66355573,-122.29228,91,18,63
8290,6372415,47.54369789,-122.3755522,5,34,6
8291,6476717,47.66647207,-122.2872902,66,36,73
8296,6466834,47.58397925,-122.3751791,63,1,52
8313,6573817,47.67102705,-122.2831228,99,89,30
8328,6347095,47.6961777,-122.2872381,58,55,26
8343,6534216,47.6778653,-122.3177326,79,25,5
8377,6401029,47.68913797,-122.3232234,0,53,3
8388,6344614,47.54301128,-122.3709808,18,63,76
8392,6380673,47.63530442,-122.3529121,89,46,9
8398,6463593,47.57741075,-122.4085922,79,37,49
8438,6374822,47.53325828,-122.2793588,38,8,43
8452,6608191,47.68328272,-122.2985362,58,28,82
8460,6474525,47.55724868,-122.2826896,39,48,26
8474,6334368,47.65502413,-122.2979185,50,39,43
8482,6419581,47.58624169,-122.312367,14,82,45
8491,6522459,47.55859041,-122.3804372,24,10,6
8515,6350908,47.58121431,-122.3150726,77,22,24
8532,6510978,47.66948106,-122.2871725,27,88,54
8546,6418924,47.67014073,-122.2844872,61,45,72
8549,6470867,47.66456385,-122.3666935,81,30,15
8572,6437088,47.6133383,-122.3071104,61,59,17
8574,6405584,47.67825665,-122.3169008,32,95,34
8575,6369277,47.64003747,-122.2787758,85,55,18
8577,6409336,47.67134434,-122.3731594,8,69,68
8578,6457861,47.61777564,-122.3132728,38,42,38
8582,6244005,47.67090378,-122.3170551,80,2,61
8603,6531736,47.65300378,-122.3050043,70,52,7
8609,6415354,47.69727193,-122.291627,75,29,60
8638,6391523,47.69285856,-122.37446,12,24,55
8643,6558361,47.68098853,-122.3749648,4,5,77
8653,6590390,47.69100049,-122.305979,81,25,16
8654,6372966,47.5577524,-122.3578775,23,19,59
8665,6498568,47.55323972,-122.3076505,90,31,64
8693,6421627,47.54806005,-122.3313413,2,10,11
8709,6523924,47.6559887,-122.3514458,2,39,2
8713,6426748,47.64144415,-122.3249605,35,44,14
8718,6489530,47.63875014,-122.3434398,85,11,99
8733,6462238,47.62002713,-122.3394057,75,41,68
8745,6425210,47.62772363,-122.2858509,33,95,0
8757,6530371,47.67363492,-122.3890969,53,41,55
8798,6291990,47.7325639,-122.3559097,30,31,87
8803,6401509,47.6654915,-122.3265809,66,94,59
8840,6410126,47.65210113,-122.3450273,92,85,33
8846,6370726,47.55796764,-122.3626484,68,48,72
8863,6363019,47.52568789,-122.3615165,32,24,9
8872,6368441,47.65652186,-122.3195114,50,50,85
8881,6359515,47.63930619,-122.386608,25,64,26
8887,6403730,47.62893599,-122.3414135,58,16,37
8899,6368156,47.71506559,-122.3324814,25,75,86
8900,6369238,47.57122888,-122.2864923,22,42,37
8904,6378900,47.68749167,-122.3299692,64,36,9
8914,6445306,47.69204798,-122.3432229,98,58,96
8958,6356617,47.73012749,-122.3345257,11,58,65
8967,6515232,47.6591673,-122.3518963,14,49,97
8968,6477239,47.5439615,-122.3754077,12,70,75
8969,6403283,47.66021227,-122.3449313,76,61,82
8971,6498547,47.66723394,-122.2781594,20,45,39
8978,6422569,47.68421368,-122.3619535,4,70,73
8989,6391422,47.57447796,-122.3870349,84,75,70
8990,6402054,47.66726711,-122.2958823,38,23,98
9015,6553673,47.71250149,-122.3499408,22,93,47
9016,6583483,47.71772786,-122.372106,79,52,33
9021,6486794,47.57521055,-122.3870216,81,21,53
9022,6478276,47.67506194,-122.3932639,12,33,53
9023,6504535,47.55488115,-122.2804726,76,19,4
9027,6372146,47.6770064,-122.3303344,70,54,16
9045,6472713,47.56134325,-122.3993477,4,21,15
9089,6512657,47.63998918,-122.3244347,64,67,81
9094,6500723,47.69501083,-122.3522278,86,91,29
9097,6572864,47.66237784,-122.3537913,86,94,10
9099,6344969,47.67545155,-122.3814245,23,21,20
9100,6443274,47.67371516,-122.348221,44,66,55
9115,6521108,47.565162,-122.3659994,60,12,93
9140,6354929,47.68883825,-122.3555542,63,15,64
9148,6407615,47.62362887,-122.299072,47,60,37
9162,6412016,47.53532862,-122.3521412,85,40,10
9179,6399499,47.65605474,-122.4019643,70,46,91
9181,6410710,47.67985766,-122.3233612,15,83,35
9189,6450096,47.52206652,-122.3398896,89,81,28
9203,6393636,47.67492053,-122.3925266,73,20,45
9209,6597172,47.52056151,-122.3542366,54,54,69
9211,6363775,47.64825912,-122.4086498,77,72,17
9244,6440500,47.67221265,-122.3859922,74,23,3
9247,6412108,47.70730797,-122.3117616,32,8,87
9250,6492273,47.54873632,-122.3943854,43,67,47
9254,6544131,47.64920338,-122.4070777,14,4,97
9269,6372520,47.57123492,-122.2887069,8,16,97
9280,6378684,47.73013402,-122.3348706,45,89,2
9281,6504852,47.67570871,-122.3971381,4,47,66
9290,6268969,47.62490137,-122.3655399,26,35,86
9314,6430692,47.66089966,-122.3963736,60,52,2
9315,6451132,47.60984592,-122.3244001,97,3,53
9366,6481628,47.54472926,-122.2863805,96,86,59
9369,6561938,47.59633293,-122.3109124,25,58,0
9387,6589577,47.66104841,-122.323644,10,87,98
9397,6574184,47.65334513,-122.3451678,5,25,28
9484,6504981,47.66853804,-122.3537027,29,3,18
9486,6392441,47.54718818,-122.2983979,50,89,35
9490,6486166,47.58794707,-122.3954078,51,25,94
9499,6355773,47.64832422,-122.4066086,10,89,85
9526,6361973,47.53851306,-122.3680467,32,73,88
9529,6430298,47.59504061,-122.3077544,36,6,92
9548,6376444,47.55013304,-122.2652389,84,55,63
9552,6468935,47.67625851,-122.2765824,91,60,35
9558,6170560,47.57251946,-122.2872445,41,58,37
9562,6191843,47.66976863,-122.3815462,50,75,12
9577,6514072,47.55993618,-122.2934259,76,71,99
9583,6467273,47.5449158,-122.3936932,89,24,18
9597,6477482,47.61879678,-122.3375479,84,10,42
9599,6534902,47.68217171,-122.3977988,44,81,6
9600,6410166,47.55796819,-122.3624261,81,64,51
9614,6525927,47.6931986,-122.3108732,59,40,62
9624,6520461,47.5536813,-122.2612505,21,68,10
9626,6317945,47.53440207,-122.2783991,69,90,52
9635,6392644,47.56184103,-122.3883687,77,10,88
9641,6379738,47.54964637,-122.3033855,34,19,91
9643,6282461,47.56965147,-122.2901043,89,70,38
9667,6367752,47.62677806,-122.3417152,6,33,47
9669,6347128,47.66277096,-122.3167336,6,45,40
9691,6548737,47.66002218,-122.3459296,20,3,20
9720,6592961,47.69084493,-122.3353764,28,14,68
9734,6536252,47.6195102,-122.3040162,76,71,89
9740,6409809,47.68359953,-122.3318995,27,55,86
9744,6529104,47.5507391,-122.3058449,23,96,55
9778,6420502,47.52463876,-122.2793339,83,9,74
9786,6510981,47.66951683,-122.2871412,25,17,40
9787,6460745,47.68923966,-122.3895303,53,88,45
9788,6489389,47.69108872,-122.3426707,95,96,95
9806,6423835,47.654176,-122.3853521,0,36,68
9807,6350232,47.65330477,-122.3575118,79,6,73
9811,6585501,47.68963322,-122.2884408,71,49,6
9817,6359298,47.64082202,-122.3205537,8,90,6
9826,6450569,47.66183692,-122.3086833,84,70,19
9896,6425246,47.60420403,-122.3183261,15,75,74
9907,6284321,47.61698493,-122.3319657,5,42,78
9914,6526778,47.53786272,-122.2639566,52,11,58
9925,6368799,47.65663189,-122.3194559,11,55,19
9926,6554847,47.58727179,-122.3092129,36,28,39
9958,6275717,47.55498721,-122.387419,7,39,29
9971,6462724,47.67713238,-122.3159665,42,95,91
9973,6457930,47.64596131,-122.3630087,81,82,16
9997,6556443,47.66065831,-122.323265,72,60,6
9998,6594523,47.51990188,-122.3554072,78,96,37
10002,6551928,47.58853269,-122.3028488,16,50,65
10008,6530418,47.57762702,-122.412451,78,74,98
10009,6392098,47.67555419,-122.3845545,28,7,16
10034,6226502,47.62385767,-122.2900877,37,10,57
10069,6420851,47.66181556,-122.3490089,93,36,8
10087,6463179,47.69494709,-122.3976373,96,39,6
10089,6548260,47.55047923,-122.3213934,39,90,72
10099,6368160,47.71534715,-122.3324822,86,39,24
10105,6565566,47.65054373,-122.3727355,63,61,49
10118,6321397,47.56083821,-122.3864761,55,34,45
10120,6334805,47.53887455,-122.3681729,89,55,25
10131,6422207,47.69416167,-122.3771396,30,72,92
10144,6595842,47.6740681,-122.3843052,63,9,43
10170,6458242,47.58596493,-122.3008474,15,52,48
10186,6553262,47.5713992,-122.3736839,60,74,68
10215,6547244,47.68251585,-122.379233,94,92,86
10216,6551915,47.69408898,-122.3681392,28,45,64
10217,6534868,47.56200513,-122.3945323,13,85,77
10221,6357936,47.66144483,-122.387245,86,69,14
10227,6342467,47.62599096,-122.2872289,68,12,25
10233,6463243,47.60709242,-122.2896629,14,14,71
10236,6478379,47.60285228,-122.3219425,82,2,61
10241,6400807,47.64183889,-122.3908346,11,78,47
10265,6547698,47.57770886,-122.3102049,45,64,86
10283,6570919,47.53981496,-122.3707792,9,65,72
10286,6370656,47.61874357,-122.3068805,5,9,93
10288,6582504,47.59503512,-122.299498,84,62,40
10294,6549231,47.56561268,-122.3664791,69,1,71
10303,6504983,47.54417978,-122.2869593,57,87,37
10308,6528954,47.6401174,-122.3411204,82,89,64
10361,6354400,47.64804333,-122.3566887,31,30,80
10381,6431572,47.60039583,-122.3324886,64,58,54
10389,6594772,47.65542086,-122.3587819,19,35,87
10391,6447575,47.66105633,-122.3952349,1,32,10
10430,6582771,47.69430036,-122.3785018,5,47,88
10434,6366468,47.55963759,-122.2684416,88,37,94
10437,6566253,47.68129243,-122.3765451,73,94,2
10447,6407133,47.63901755,-122.3933499,42,36,59
10456,6525639,47.64033959,-122.4033094,47,59,83
10462,6444679,47.6232882,-122.3186138,17,43,0
10465,6497410,47.68663025,-122.3296878,23,58,63
10484,6471574,47.60567954,-122.3273468,30,92,56
10516,6604247,47.64337173,-122.3290763,53,47,21
10549,6374515,47.55960098,-122.2892227,95,78,78
10559,6417527,47.65119682,-122.3849505,41,28,57
10564,6420510,47.52493681,-122.2801093,54,21,32
10590,6580436,47.64727531,-122.406629,48,85,47
10614,6478176,47.63832042,-122.36986,22,1,50
10616,6361968,47.53776919,-122.3670627,69,17,59
10633,6505111,47.68348077,-122.3517471,53,2,5
10640,6540925,47.65387142,-122.3399654,25,41,19
10648,6527209,47.63216978,-122.3471397,1,1,6
10653,6471448,47.69329247,-122.3456208,69,93,22
10654,6340569,47.61523711,-122.338364,31,48,62
10667,6595992,47.52012556,-122.3553951,36,14,27
10677,6398093,47.64043825,-122.3278703,88,4,63
10681,6472269,47.69806528,-122.3812443,77,40,31
10685,6508909,47.59017361,-122.3163182,44,23,57
10716,6501579,47.67479434,-122.3805537,52,9,24
10739,6559306,47.58756658,-122.3081772,62,89,35
10762,6510185,47.61282934,-122.342242,79,27,37
10775,6465369,47.68138655,-122.2693479,73,38,75
10781,6327888,47.5797349,-122.3113805,40,43,16
10784,6404946,47.65366193,-122.3932217,69,7,69
10792,6355565,47.62155451,-122.3414534,2,80,77
10801,6580476,47.67423561,-122.3803356,19,86,81
10802,6556072,47.7246497,-122.2806165,91,56,30
10828,6320888,47.61507396,-122.3275934,49,81,64
10829,6338691,47.67062562,-122.3794832,89,37,37
10830,6421991,47.65048101,-122.3836509,14,43,63
10838,6485468,47.62112205,-122.3571381,94,64,0
10860,6389358,47.67791581,-122.3763738,91,48,78
10875,6375269,47.57731697,-122.4163167,70,22,68
10879,6396642,47.65443849,-122.3730726,96,27,51
10887,6494767,47.54621289,-122.3861302,41,91,0
10918,6478956,47.57803322,-122.3939264,38,1,57
10926,6478526,47.70822046,-122.3455063,58,10,17
10933,6372776,47.58642269,-122.3839823,59,94,87
10948,6419485,47.65712035,-122.3480766,2,77,32
10950,6521005,47.72662133,-122.2853246,86,30,21
10951,6270553,47.66786255,-122.3811338,3,10,25
10954,6507739,47.61844045,-122.3041441,30,89,65
10957,6403114,47.68235417,-122.35981,96,86,35
10961,6476329,47.56623365,-122.3637096,85,65,2
10982,6388265,47.64165593,-122.3652124,95,16,8
10983,6347086,47.5816172,-122.4022225,83,75,45
10992,6482924,47.62395481,-122.287338,43,35,32
10993,6405467,47.55459333,-122.3556232,16,47,94
11005,6420509,47.52509027,-122.2798839,92,23,15
11006,6507033,47.67580664,-122.3833291,90,66,65
11017,6583656,47.57788168,-122.4091541,83,3,28
11020,6367850,47.69845193,-122.3927911,18,46,28
11022,6556297,47.6601553,-122.3453683,2,76,6
11045,6553326,47.60016368,-122.305303,93,50,79
11049,6420977,47.63886467,-122.27934,84,29,92
11059,6464140,47.52605815,-122.3567797,31,80,63
11060,6416415,47.67388357,-122.3578646,3,98,49
11080,6371509,47.5343985,-122.3600332,91,98,17
11083,6427473,47.6484628,-122.4073286,39,14,88
11097,6571361,47.55975194,-122.3613446,68,26,54
11098,6439789,47.67700131,-122.292635,70,25,7
11105,6577224,47.68984292,-122.3071893,92,61,6
11114,6474352,47.58724662,-122.3151854,37,49,96
11124,6420754,47.67194637,-122.3829159,54,32,22
11131,6355490,47.64054827,-122.3433521,87,18,20
11132,6469770,47.65434156,-122.3276425,91,72,96
11151,6359898,47.67926234,-122.3063757,31,52,96
11160,6473984,47.55724917,-122.2825671,16,75,90
11164,6529214,47.53034439,-122.3924187,36,86,12
11189,6323430,47.59055076,-122.2920699,31,33,77
11230,6444482,47.60383555,-122.313941,89,35,89
11241,6380136,47.64045582,-122.4057983,33,83,66
11245,6410037,47.67295718,-122.3177162,57,49,17
11264,6479805,47.59204634,-122.301655,88,38,59
11277,6550886,47.6536767,-122.400564,15,51,1
11283,6597956,47.56186488,-122.3825313,92,71,4
11288,6506368,47.52970943,-122.38494,65,79,90
11308,6375930,47.6453838,-122.374429,85,50,31
11316,6420717,47.62363722,-122.3063431,22,61,75
11318,6391954,47.56182524,-122.2902156,5,68,47
11331,6361557,47.56398071,-122.2917659,12,10,52
11338,6360504,47.64055705,-122.2793512,26,71,45
11341,6375520,47.61508327,-122.3224407,74,47,75
